text,diggCount,uniqueId,createTimeISO,videoWebUrl,language,sentiment,category
19でも結構明るいですか？,2,yuna_k20,2026-03-05 08:15:11+00:00,https://www.tiktok.com/@hwaeum418/video/7564739306728754453,Japanese,Neutral,기타
よかったらマスカラ教えて欲しいです🥲❤,1,chllsx_,2025-10-24 11:02:43+00:00,https://www.tiktok.com/@hwaeum418/video/7564739306728754453,Japanese,Positive,구매 의도
この時のメイク 紹介して欲しいです！可愛すぎます👼💕🤦‍♀,0,teume._.0909,2025-10-24 13:58:00+00:00,https://www.tiktok.com/@hwaeum418/video/7564739306728754453,Japanese,Positive,구매 의도
つやっつやもちっもちやないですか....,3,m1n._chae,2025-10-24 12:21:39+00:00,https://www.tiktok.com/@hwaeum418/video/7564739306728754453,Japanese,Negative,기타
多幸感メイクの時肌綺麗だな~！って思ってたらこれ使ってたんだ！綺麗にカバーしてくれるのいいな！皮脂コントロールもしてくれるの良いദ്ദി＞ᴗ＜)🎀✧,2,q04858,2025-10-24 11:03:12+00:00,https://www.tiktok.com/@hwaeum418/video/7564739306728754453,Japanese,Positive,피부 표현·광채
いち！めちゃめちゃ綺麗✨今日のメイクなんか透明感すごい💕,1,user631728817151,2025-10-24 11:00:43+00:00,https://www.tiktok.com/@hwaeum418/video/7564739306728754453,Japanese,Positive,피부 표현·광채
美しすぎるやろ,9,takachan1219,2026-04-10 01:28:21+00:00,https://www.tiktok.com/@cancammg_official/video/7625249395403017479,Japanese,Positive,기타
So beauty 💙,5,nomomimo1,2026-04-07 16:47:57+00:00,https://www.tiktok.com/@cancammg_official/video/7625249395403017479,English,Positive,기타
はいっ！美！美！美～,0,user5128584135876,2026-05-17 13:54:54+00:00,https://www.tiktok.com/@cancammg_official/video/7625249395403017479,Japanese,Positive,기타
👑👑👑,1,fuu05055,2026-04-08 18:39:58+00:00,https://www.tiktok.com/@cancammg_official/video/7625249395403017479,Other,Positive,기타
👀✌,0,black_lion227,2026-04-08 09:33:01+00:00,https://www.tiktok.com/@cancammg_official/video/7625249395403017479,Other,Neutral,기타
😍,0,nkmrcj,2026-04-06 16:10:26+00:00,https://www.tiktok.com/@cancammg_official/video/7625249395403017479,Other,Positive,기타
😍😍😍,0,zuhazana3,2026-04-06 03:28:54+00:00,https://www.tiktok.com/@cancammg_official/video/7625249395403017479,Other,Positive,기타
네이밍 살까여 아니면 이거살까욤?,0,xu.mioz,2026-02-08 14:20:26+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
화장독 업나여,0,ji.mzn_,2026-01-31 10:54:30+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Negative,기타
복합성인데 요 쿠션이랑 블랙 중에 뭐가 더 낫나요 ㅜㅜ,2,yoon._1004_,2026-01-18 14:45:37+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
건성이 여름에 써도 안뜨고 안지워지나요?,1,user2625130398714,2026-04-13 10:45:06+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Negative,기타
몇호 쓰셨어여?,3,h2.n8x,2026-01-20 02:20:09+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
파우더 하신건가영,0,rhxxun1_,2026-06-14 12:06:10+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
민감성이 써도 되나요?,4,useryui34,2026-01-22 06:12:15+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
클리어 쿠션이 좋아요 아니면 이게 좋아요?,2,sb_m1_z,2026-02-24 05:26:56+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
좀 건조하고 여름에는 헤라블랙쓰는 사람이고 평소에 피부 광 도는걸 굉장히 좋아하는데 비디비씨 블랙이 좋을까요 화이트가 좋을까요?,0,seohyun_0825,2026-03-01 10:43:45+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Positive,기타
커버력 좋아요?,0,dgdjsshsuo,2026-05-28 15:04:47+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
건복합성이고 제가 쓰는 쿠션은 죄다 팔자에 끼는 데 이건 안 낄까요? 다크닝은 없나여???,0,user55957406629516,2026-06-04 07:38:55+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Negative,기타
이거 여름에 써도 되나요..?,1,drncywe,2026-02-20 09:39:19+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
여름때 물놀이나 평소에 쓸때 비디비치 글로우 쿠션이 좋을까요 아님 클리오 검은색깔이 더 좋을까요??,0,boynextdoor_61,2026-05-27 09:59:06+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
이거 화장독 있다고 들었는데.. 화장독 유발하는 성분이 포함되어 있나요?,0,inorganicfarming,2026-03-30 13:32:54+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
어떤 계절에 좋나요?,1,iiiliiiiii_ini,2026-01-20 10:29:46+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
건성한텐 괜찮나요..??,1,user26666123562218,2026-01-19 04:40:26+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
수부지 인데 이거 살까요 클리오 검정 쿠션 리뉴얼 살까요?,0,user33997236546818,2026-02-17 12:36:28+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
붉은기 잘 가려지나요?,0,user9081914275079,2026-02-28 08:11:08+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
유지력 좋나요???,0,ccnzi8,2026-02-18 04:31:25+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
건성+민감성 어떤게 좋을까요..,2,eunchae2727,2026-04-11 13:19:18+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
"건복합성 여름 화이트,검정 둘중 뭐거 좋나여??",0,to.o33,2026-04-01 08:55:57+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
여러분 수부지에 글로우 해야 하고 커버력 좋은 거에 화장 잘 안 뜨는 쿠션 좀 추천해주세요 ㅜㅜ,0,z.l9859,2026-02-24 01:18:19+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
지성은요?,0,l_lrrr8,2026-02-01 08:03:22+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
자빈드 20호 쓰면 몇호사야돼나용,0,st1iwa1tfory0u,2026-03-07 09:33:31+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
21호 어떤게 더 핑크끼있는건가요,1,fffffffffww0,2026-01-18 12:48:20+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
지속력 괜찮나요 ?? 스웨트랑 워터프루프는 안되겟죠..ㅜㅜ,0,user3792065940011,2026-05-04 09:37:34+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Negative,기타
매트보다 촉촉이가 좋은 수부지인데 촉촉이 쓰면 유분 많이 올라올까요.?🥺,0,useramrbox7ugu,2026-04-10 11:12:41+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Positive,기타
믿고 사두 될까여,0,uauauaauuaua,2026-01-31 16:15:09+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
검정이랑 저거랑 뭐가 달라요?,0,reeeeeeem820,2026-04-02 11:39:31+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Neutral,기타
"와 방금 ""파일호구"" 보고 왔는데... 이거 유명걸그룹U출 수위 실화냐? 구글 왜 안지우고 가만히 있지 얼굴보고 깜짝 놀랬네...",0,estefanyromeromar,2026-04-30 02:24:58+00:00,https://www.tiktok.com/@bitekicom/video/7625187713280462098,Korean,Positive,기타
🦢,0,first_in_battle.1997,2026-04-07 12:39:59+00:00,https://www.tiktok.com/@bitekicom/video/7625187713280462098,Other,Neutral,기타
😍😍🤩,0,franciscomeneses92,2026-04-06 17:09:42+00:00,https://www.tiktok.com/@bitekicom/video/7625187713280462098,Other,Positive,기타
고스트헌터 윤시원 닮음,2,shkksppkt89,2026-05-30 12:50:16+00:00,https://www.tiktok.com/@morahaefilm/video/7610790118340693268,Korean,Neutral,기타
복합성에 얇게 발리는데 다크닝 없고 지속력 조은 글로우 쿠션을 찾고 있는데 비디비치 흰색 고민 하구 있는데 어떨까요? 아니면 다른 좋은 쿠션 있을까요? ㅠㅠ 추천에 떠서 봣는데 딱 제가 좋아하는 피부 표현이라서..,0,snxbxjssbasjdnsbz,2026-03-21 16:08:30+00:00,https://www.tiktok.com/@morahaefilm/video/7610790118340693268,Korean,Neutral,기타
언니 유툽으로도 잘보고 있는데 여기서 보니까 넘 반가워서 댓 남겨요!! 혹시 실례가 안된다면 정샘물 10호 웜 쉘을 구매했는데 자꾸 떠서ㅜㅠ 쿼치 비비랑 섞어바르면 괜찮아질까요?,1,user3441436017997,2026-02-25 15:30:32+00:00,https://www.tiktok.com/@morahaefilm/video/7610790118340693268,Korean,Positive,기타
밝게나온 편ㄴ가영?,0,ouxn_,2026-03-25 12:31:37+00:00,https://www.tiktok.com/@morahaefilm/video/7610790118340693268,Korean,Neutral,기타
건성이 쓰면 건조할까요ㅠ?,1,demonstrationhwang3,2026-01-20 15:51:24+00:00,https://www.tiktok.com/@kyeol.see/video/7595903475351915794,Korean,Negative,기타
🥰,1,anna_ngwa,2026-03-27 06:20:16+00:00,https://www.tiktok.com/@vidivici.official/video/7621750341192797456,Other,Positive,기타
저받아보고 싶어요,0,lovely47823,2026-07-30 11:55:39+00:00,https://www.tiktok.com/@.damsbeauty/video/7666805779525012756,Korean,Neutral,기타
♥♥♥,1,dj.boo48,2025-12-23 08:48:57+00:00,https://www.tiktok.com/@vidivici.official/video/7586952477908536592,Other,Positive,기타
I love my mochi primer so much! 🥺 Thank you! 🥰,2,aireeafifty1,2026-05-21 07:39:04+00:00,https://www.tiktok.com/@vidivici.official/video/7628871887594016021,Other,Positive,기타
Love this 😍 your products look so good,1,anjushrestha138,2026-04-19 14:03:09+00:00,https://www.tiktok.com/@vidivici.official/video/7628871887594016021,English,Positive,기타
need to try 😳😳😳,1,an.clair.de.lune_ugc,2026-04-15 13:03:05+00:00,https://www.tiktok.com/@vidivici.official/video/7628871887594016021,English,Positive,기타
necesito,1,ugcoryanis,2026-04-16 00:17:08+00:00,https://www.tiktok.com/@vidivici.official/video/7628871887594016021,Other,Neutral,기타
Kstyleがカズハstyleに見えてきた,1,kooon29,2026-04-09 17:01:06+00:00,https://www.tiktok.com/@kstylenews/video/7625218320651881735,Japanese,Neutral,기타
🥰🥰🥰🥰🥰🥰,8,taetae00zuha,2026-04-05 16:17:28+00:00,https://www.tiktok.com/@kstylenews/video/7625218320651881735,Other,Positive,기타
綺麗すぎる。可愛すぎる。好きすぎる。,0,.qx_m5_,2026-04-07 04:02:08+00:00,https://www.tiktok.com/@kstylenews/video/7625218320651881735,Japanese,Positive,피부 표현·광채
new fancam hehe,0,yujinsmedias,2026-04-27 19:54:20+00:00,https://www.tiktok.com/@kstylenews/video/7625218320651881735,Other,Positive,기타
可愛い過ぎ,0,user8424620816680,2026-04-07 13:01:50+00:00,https://www.tiktok.com/@__28mni/video/7611489444532653332,Korean,Positive,패키지·디자인
カバー力やばすぎる！！🥹,0,__28mni,2026-02-27 10:27:27+00:00,https://www.tiktok.com/@__28mni/video/7611489444532653332,Japanese,Positive,제품력·효과
should I buy kazuha's lifting device too?!,0,jennieeekor,2026-05-05 17:45:03+00:00,https://www.tiktok.com/@jennieeekor/video/7582949784034594079,English,Neutral,기타
渋谷にいたのに😔まさかそんなイベントがあったなんて…,0,ktno11111,2026-04-09 17:56:26+00:00,https://www.tiktok.com/@shuendesu/video/7626388958162799888,Japanese,Negative,기타
使ってみたい💕,1,user43937256799431,2026-04-08 14:06:52+00:00,https://www.tiktok.com/@shuendesu/video/7626388958162799888,Japanese,Positive,구매 의도
❤️❤️❤️,1,shuendesu,2026-04-08 14:04:37+00:00,https://www.tiktok.com/@shuendesu/video/7626388958162799888,Other,Positive,기타
👀👀👀,1,shuendesu,2026-04-08 14:04:34+00:00,https://www.tiktok.com/@shuendesu/video/7626388958162799888,Other,Neutral,기타
とにかく髪が綺麗すぎる,0,0909_aorin,2026-05-31 07:17:47+00:00,https://www.tiktok.com/@pyon_seiradesu/video/7627482856071122196,Japanese,Positive,피부 표현·광채
せらこそ見つかっちゃうんじゃない|ω･),0,zutto_tricolore,2026-04-11 14:50:28+00:00,https://www.tiktok.com/@pyon_seiradesu/video/7627482856071122196,Japanese,Negative,기타
え！投稿してる,0,kazuma.kazu,2026-04-11 12:55:35+00:00,https://www.tiktok.com/@pyon_seiradesu/video/7627482856071122196,Japanese,Neutral,기타
本間じゅなんは最高に可愛い😍🩷🩷🩷,1,shosuke10,2026-06-06 18:27:24+00:00,https://www.tiktok.com/@junanan_17/video/7648252508401372437,Japanese,Positive,패키지·디자인
i like it 🥰🥰🥰,0,sakurablush.jp,2025-08-01 02:08:11+00:00,https://www.tiktok.com/@sari_pink7/video/7532786568260537608,Other,Positive,기타
🎀🎀🎀,1,yu_cosme._.fks,2025-08-22 11:44:20+00:00,https://www.tiktok.com/@mnst_ts/video/7532511236169239816,Other,Neutral,기타
such a gorgeous shadeee on you,1,kaylacza,2026-06-09 05:49:20+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
"Such a gorgeous, subtle flush! The petal glow name fits it perfectly.",1,leiapurelab,2026-06-15 13:04:23+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
So dreamyyyyyyy the shade is so perfect omg,1,lucky.bhunny,2026-06-09 18:42:53+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
the perfect everyday shade 💓,1,waemochk,2026-06-09 10:04:54+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
ooo it looks so natural ! 💗,1,qisa2ly,2026-06-13 03:15:33+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,Other,Positive,기타
so pretty color ❤️perfect for the pring,1,contentbyaileen,2026-06-09 12:19:52+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
Wait i love the shadeeee 💗💗,1,03.dhan,2026-06-09 04:53:01+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
it's the perfect natural flush of pink!,1,rinidollz,2026-06-09 04:18:29+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
So pretty 😍😍,1,shannonnha,2026-06-09 05:27:39+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,Other,Positive,기타
Lovely shade 💖,1,socially.asia,2026-06-09 07:04:11+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
Such a cute pink 💗💗,1,lilyknguyen,2026-06-09 04:21:34+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,Other,Positive,기타
Ok this shade is EVERYTHING,1,maispatio,2026-06-10 01:37:12+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Negative,기타
Love the pink 😍,1,devi.ch_,2026-06-09 04:43:28+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
This shade is so natural and beautiful 💗,1,princessmalph,2026-06-09 12:19:35+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
the cutest pinky pink,1,faithjaguilar,2026-06-09 05:03:09+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
What a pretty pink on you!,1,ayebeibei,2026-06-09 20:40:02+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
So natural!! 🤭💞,1,a.ngelaaa222,2026-06-09 06:13:43+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,Other,Positive,기타
Such a pretty shade💓,1,wonnit1,2026-06-09 16:19:41+00:00,https://www.tiktok.com/@eiminokage/video/7649240317887024414,English,Positive,기타
